0 	0 	0
0 	0 	411
0 	0 	1622
0 	0 	3574
0 	0 	6169
0 	1 	9275
0 	2 	12738
0 	4 	16383
-2 	7 	20029
-8 	12 	23492
-17 	16 	26598
-32 	18 	29193
-54 	15 	31145
-80 	3 	32356
-109 	-21 	32767
-135 	-61 	32356
-152 	-119 	31144
-149 	-193 	29193
-117 	-279 	26598
-49 	-368 	23492
60 	-447 	20029
211 	-501 	16384
398 	-515 	12738
608 	-473 	9275
822 	-365 	6169
1015 	-185 	3574
1162 	64 	1622
1235 	370 	411
1212 	711 	0
1080 	1060 	0
834 	1386 	0
480 	1654 	0
38 	1834 	0
-465 	1903 	0
-993 	1844 	0
-1509 	1653 	0
-1970 	1334 	0
-2343 	905 	0
-2598 	390 	0
-2714 	-180 	0
-2680 	-772 	0
-2494 	-1348 	0
-2166 	-1877 	0
-1711 	-2327 	0
-1152 	-2674 	0
-517 	-2898 	0
163 	-2987 	0
855 	-2934 	0
1527 	-2740 	0
2145 	-2413 	0
2680 	-1963 	0
3106 	-1411 	0
3401 	-778 	0
3546 	-94 	0
3534 	613 	0
3359 	1310 	0
3027 	1965 	0
2549 	2545 	0
1943 	3024 	0
1236 	3376 	0
456 	3583 	0
-362 	3633 	0
-1181 	3518 	0
-1964 	3243 	0
-2674 	2814 	0
-3279 	2251 	0
-3747 	1574 	0
-4056 	813 	0
-4188 	1 	0
-4133 	-826 	0
-3893 	-1632 	0
-3472 	-2378 	0
-2888 	-3031 	0
-2164 	-3560 	0
-1331 	-3938 	0
-424 	-4146 	0
518 	-4171 	0
1451 	-4010 	0
2334 	-3666 	0
3127 	-3153 	0
3793 	-2492 	0
4298 	-1708 	0
4621 	-836 	0
4740 	86 	0
4650 	1018 	0
4350 	1917 	0
3853 	2744 	0
3176 	3461 	0
2348 	4032 	0
1405 	4433 	0
385 	4639 	0
-665 	4644 	0
-1699 	4439 	0
-2670 	4035 	0
-3536 	3447 	0
-4254 	2697 	0
-4793 	1818 	0
-5124 	847 	0
-5233 	-174 	0
-5108 	-1199 	0
