1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	0.000000 	

1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	-0.117647 	

1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	0.117647 	

1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	-0.235294 	

1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	0.235294 	

1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	-0.352941 	

1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	0.352941 	

1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	-0.470588 	

1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	0.470588 	

1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	-0.588235 	

1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	0.588235 	

1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	-0.705882 	

1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	0.705882 	

1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	-0.823529 	

1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	0.823529 	

1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	-0.941176 	

1.000000 	0.000000 	0.000000 	
0.000000 	1.000000 	0.000000 	
0.000000 	0.000000 	0.941176 	

