0 	0 	
20 	20 	
40 	40 	
60 	60 	
84 	84 	
104 	104 	
124 	124 	
144 	144 	
164 	164 	
184 	184 	
204 	204 	
228 	228 	
248 	248 	
268 	268 	
288 	288 	
308 	308 	
332 	332 	
352 	352 	
372 	372 	
392 	392 	
412 	412 	
432 	432 	
456 	456 	
476 	476 	
496 	496 	
516 	516 	
536 	536 	
560 	560 	
580 	580 	
600 	600 	
620 	620 	
640 	640 	
660 	660 	
684 	684 	
704 	704 	
724 	724 	
744 	744 	
764 	764 	
784 	784 	
808 	808 	
828 	828 	
848 	848 	
868 	868 	
888 	888 	
908 	908 	
928 	928 	
948 	948 	
968 	968 	
988 	988 	
1012 	1012 	
1032 	1032 	
1052 	1052 	
1072 	1072 	
1092 	1092 	
1112 	1112 	
1132 	1132 	
1152 	1152 	
1172 	1172 	
1192 	1192 	
1212 	1212 	
1232 	1232 	
1248 	1248 	
1268 	1268 	
1288 	1288 	
1308 	1308 	
1328 	1328 	
1348 	1348 	
1368 	1368 	
1388 	1388 	
1404 	1404 	
1424 	1424 	
1444 	1444 	
1464 	1464 	
1484 	1484 	
1500 	1500 	
1520 	1520 	
1540 	1540 	
1556 	1556 	
1576 	1576 	
1596 	1596 	
1612 	1612 	
1632 	1632 	
1652 	1652 	
1668 	1668 	
1688 	1688 	
1704 	1704 	
1724 	1724 	
1740 	1740 	
1760 	1760 	
1776 	1776 	
1796 	1796 	
1812 	1812 	
1832 	1832 	
1848 	1848 	
1864 	1864 	
1884 	1884 	
1900 	1900 	
1916 	1916 	
1932 	1932 	
1952 	1952 	
1968 	1968 	
1984 	1984 	
2000 	2000 	
2016 	2016 	
2032 	2032 	
2048 	2048 	
2064 	2064 	
2080 	2080 	
2096 	2096 	
2112 	2112 	
2128 	2128 	
2144 	2144 	
2160 	2160 	
2176 	2176 	
2192 	2192 	
2208 	2208 	
2220 	2220 	
2236 	2236 	
2252 	2252 	
2268 	2268 	
2280 	2280 	
2296 	2296 	
2308 	2308 	
2324 	2324 	
2340 	2340 	
2352 	2352 	
2368 	2368 	
2380 	2380 	
2392 	2392 	
2408 	2408 	
2420 	2420 	
2432 	2432 	
2448 	2448 	
2460 	2460 	
2472 	2472 	
2484 	2484 	
2496 	2496 	
2512 	2512 	
2524 	2524 	
2536 	2536 	
2548 	2548 	
2560 	2560 	
2572 	2572 	
2580 	2580 	
2592 	2592 	
2604 	2604 	
2616 	2616 	
2628 	2628 	
2636 	2636 	
2648 	2648 	
2660 	2660 	
2668 	2668 	
2680 	2680 	
2688 	2688 	
2700 	2700 	
2708 	2708 	
2720 	2720 	
2728 	2728 	
2736 	2736 	
2748 	2748 	
2756 	2756 	
2764 	2764 	
2772 	2772 	
2780 	2780 	
2792 	2792 	
2800 	2800 	
2808 	2808 	
2816 	2816 	
2824 	2824 	
2828 	2828 	
2836 	2836 	
2844 	2844 	
2852 	2852 	
2860 	2860 	
2864 	2864 	
2872 	2872 	
2880 	2880 	
2884 	2884 	
2892 	2892 	
2896 	2896 	
2904 	2904 	
2908 	2908 	
2912 	2912 	
2920 	2920 	
2924 	2924 	
2928 	2928 	
2932 	2932 	
2936 	2936 	
2940 	2940 	
2944 	2944 	
2948 	2948 	
2952 	2952 	
2956 	2956 	
2960 	2960 	
2964 	2964 	
2968 	2968 	
2972 	2972 	
2972 	2972 	
2976 	2976 	
2976 	2976 	
2980 	2980 	
2984 	2984 	
2984 	2984 	
2984 	2984 	
2988 	2988 	
2988 	2988 	
2988 	2988 	
2992 	2992 	
2992 	2992 	
2992 	2992 	
2992 	2992 	
2992 	2992 	
2992 	2992 	
2992 	2992 	
2992 	2992 	
2992 	2992 	
2992 	2992 	
2988 	2988 	
2988 	2988 	
2988 	2988 	
2984 	2984 	
2984 	2984 	
2984 	2984 	
2980 	2980 	
2980 	2980 	
2976 	2976 	
2972 	2972 	
2972 	2972 	
2968 	2968 	
2964 	2964 	
2960 	2960 	
2956 	2956 	
2952 	2952 	
2948 	2948 	
2944 	2944 	
2940 	2940 	
2936 	2936 	
2932 	2932 	
2928 	2928 	
2924 	2924 	
2916 	2916 	
2912 	2912 	
2908 	2908 	
2900 	2900 	
2896 	2896 	
2888 	2888 	
2880 	2880 	
2876 	2876 	
2868 	2868 	
2860 	2860 	
2856 	2856 	
2848 	2848 	
2840 	2840 	
2832 	2832 	
2824 	2824 	
2816 	2816 	
2808 	2808 	
2800 	2800 	
2792 	2792 	
2784 	2784 	
2772 	2772 	
2764 	2764 	
2756 	2756 	
2744 	2744 	
2736 	2736 	
2724 	2724 	
2716 	2716 	
2704 	2704 	
2696 	2696 	
2684 	2684 	
2672 	2672 	
2664 	2664 	
2652 	2652 	
2640 	2640 	
2628 	2628 	
2616 	2616 	
2604 	2604 	
2592 	2592 	
2580 	2580 	
2568 	2568 	
2556 	2556 	
2544 	2544 	
2532 	2532 	
2516 	2516 	
2504 	2504 	
2492 	2492 	
2476 	2476 	
2464 	2464 	
2448 	2448 	
2436 	2436 	
2420 	2420 	
2404 	2404 	
2392 	2392 	
2376 	2376 	
2360 	2360 	
2348 	2348 	
2332 	2332 	
2316 	2316 	
2300 	2300 	
2284 	2284 	
2268 	2268 	
2252 	2252 	
2236 	2236 	
2220 	2220 	
2204 	2204 	
2184 	2184 	
2168 	2168 	
2152 	2152 	
2132 	2132 	
2116 	2116 	
2100 	2100 	
2080 	2080 	
2064 	2064 	
2044 	2044 	
2028 	2028 	
2008 	2008 	
1988 	1988 	
1972 	1972 	
1952 	1952 	
1932 	1932 	
1912 	1912 	
1896 	1896 	
1876 	1876 	
1856 	1856 	
1836 	1836 	
1816 	1816 	
1796 	1796 	
1776 	1776 	
1756 	1756 	
1736 	1736 	
1716 	1716 	
1692 	1692 	
1672 	1672 	
1652 	1652 	
1632 	1632 	
1608 	1608 	
1588 	1588 	
1568 	1568 	
1544 	1544 	
1524 	1524 	
1500 	1500 	
1480 	1480 	
1456 	1456 	
1436 	1436 	
1412 	1412 	
1388 	1388 	
1368 	1368 	
1344 	1344 	
1320 	1320 	
1296 	1296 	
1276 	1276 	
1252 	1252 	
1228 	1228 	
1204 	1204 	
1180 	1180 	
1156 	1156 	
1132 	1132 	
1108 	1108 	
1084 	1084 	
1060 	1060 	
1036 	1036 	
1012 	1012 	
988 	988 	
964 	964 	
940 	940 	
916 	916 	
888 	888 	
864 	864 	
840 	840 	
816 	816 	
788 	788 	
764 	764 	
740 	740 	
712 	712 	
688 	688 	
660 	660 	
636 	636 	
608 	608 	
584 	584 	
556 	556 	
532 	532 	
504 	504 	
480 	480 	
452 	452 	
428 	428 	
